Element Type,Element Name,Description,Identifier,Data Type
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: metafields, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: metafields, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: metafields, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: metafields, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: metafields, Argument: reverse",GraphQL::Types::Boolean
Field,oneTimePurchases,One-time purchases to a shop.,"Type: , Field: oneTimePurchases",#<GraphQL::Schema::NonNull:0x00000001068f5870>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: oneTimePurchases, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: oneTimePurchases, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: oneTimePurchases, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: oneTimePurchases, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: oneTimePurchases, Argument: reverse",GraphQL::Types::Boolean
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: oneTimePurchases, Argument: sortKey",#<Class:0x0000000100a8f8d0>
Field,privateMetafield,Returns a private metafield by namespace and key that belongs to the resource.,"Type: , Field: privateMetafield",#<Class:0x0000000106473a40>
Argument,namespace,The namespace for the private metafield.,"Type: , Field: privateMetafield, Argument: namespace",#<GraphQL::Schema::NonNull:0x00000001047d3f20>
Argument,key,The key for the private metafield.,"Type: , Field: privateMetafield, Argument: key",#<GraphQL::Schema::NonNull:0x00000001047d3d90>
Field,privateMetafields,List of private metafields that belong to the resource.,"Type: , Field: privateMetafields",#<GraphQL::Schema::NonNull:0x00000001068f5730>
Argument,namespace,Filter the private metafields by namespace.,"Type: , Field: privateMetafields, Argument: namespace",GraphQL::Types::String
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: privateMetafields, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: privateMetafields, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: privateMetafields, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: privateMetafields, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: privateMetafields, Argument: reverse",GraphQL::Types::Boolean
Field,publication,The publication associated with the installed application.,"Type: , Field: publication",#<Class:0x00000001063962d0>
Field,revenueAttributionRecords,The records that track the externally-captured revenue for the app. The records are used for revenue attribution purposes.,"Type: , Field: revenueAttributionRecords",#<GraphQL::Schema::NonNull:0x00000001068f5640>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: revenueAttributionRecords, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: revenueAttributionRecords, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: revenueAttributionRecords, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: revenueAttributionRecords, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: revenueAttributionRecords, Argument: reverse",GraphQL::Types::Boolean
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: revenueAttributionRecords, Argument: sortKey",#<Class:0x0000000100aedfc0>
Field,subscriptions,Subscriptions charge to a shop on a recurring basis.,"Type: , Field: subscriptions",#<GraphQL::Schema::NonNull:0x00000001068f5d20>
Field,uninstallUrl,The URL to uninstall the application.,"Type: , Field: uninstallUrl",#<Class:0x0000000106516c40>
Type,,"The possible categories of an app installation, based on their purpose
or the environment they can run in.
",Type: ,N/A
Enum Value,CHANNEL,"Apps that serve as channels through which sales are made, such as the online store.","Type: , Enum Value: CHANNEL",N/A
Enum Value,POS_EMBEDDED,Apps that can be used in the POS mobile client.,"Type: , Enum Value: POS_EMBEDDED",N/A
Type,,"An auto-generated type for paginating through multiple AppInstallations.
",Type: ,N/A
Field,edges,A list of edges.,"Type: , Field: edges",#<GraphQL::Schema::NonNull:0x00000001068f4c40>
Field,nodes,A list of the nodes contained in AppInstallationEdge.,"Type: , Field: nodes",#<GraphQL::Schema::NonNull:0x00000001047fed38>
Field,pageInfo,Information to aid in pagination.,"Type: , Field: pageInfo",#<GraphQL::Schema::NonNull:0x00000001068f6888>
Type,,"An auto-generated type which holds one AppInstallation and a cursor during pagination.
",Type: ,N/A
Field,cursor,A cursor for use in pagination.,"Type: , Field: cursor",#<GraphQL::Schema::NonNull:0x00000001047fe518>
Field,node,The item at the end of AppInstallationEdge.,"Type: , Field: node",#<GraphQL::Schema::NonNull:0x00000001047fe158>
Type,,The levels of privacy of an app installation.,Type: ,N/A
Type,,The set of valid sort keys for the AppInstallation query.,Type: ,N/A
Enum Value,INSTALLED_AT,Sort by the `installed_at` value.,"Type: , Enum Value: INSTALLED_AT",N/A
Enum Value,APP_TITLE,Sort by the `app_title` value.,"Type: , Enum Value: APP_TITLE",N/A
Enum Value,ID,Sort by the `id` value.,"Type: , Enum Value: ID",N/A
Enum Value,RELEVANCE,"Sort by relevance to the search terms when the `query` parameter is specified on the connection.
Don't use this sort key when no search query is specified.
","Type: , Enum Value: RELEVANCE",N/A
Type,,"The pricing model for the app subscription.
The pricing model input can be either `appRecurringPricingDetails` or `appUsagePricingDetails`.
",Type: ,N/A
Type,,The app plan that the merchant is subscribed to.,Type: ,N/A
Field,pricingDetails,The plan billed to a shop on a recurring basis.,"Type: , Field: pricingDetails",#<GraphQL::Schema::NonNull:0x00000001068f4a10>
Type,,"The information about the price that's charged to a shop every plan period.
The concrete type can be `AppRecurringPricing` for recurring billing or `AppUsagePricing` for usage-based billing.
",Type: ,N/A
Type,,The frequency at which the shop is billed for an app subscription.,Type: ,N/A
Enum Value,ANNUAL,The app subscription bills the shop annually.,"Type: , Enum Value: ANNUAL",N/A
Enum Value,EVERY_30_DAYS,The app subscription bills the shop every 30 days.,"Type: , Enum Value: EVERY_30_DAYS",N/A
Type,,The public-facing category for an app.,Type: ,N/A
Enum Value,PRIVATE,The app's public category is [private](https://shopify.dev/apps/distribution#deprecated-app-types).,"Type: , Enum Value: PRIVATE",N/A
Enum Value,PUBLIC,The app's public category is [public](https://shopify.dev/apps/distribution#capabilities-and-requirements).,"Type: , Enum Value: PUBLIC",N/A
Enum Value,CUSTOM,The app's public category is [custom](https://shopify.dev/apps/distribution#capabilities-and-requirements).,"Type: , Enum Value: CUSTOM",N/A
Enum Value,OTHER,"The app's public category is other. An app is in this category if it's not classified under any of the other app types (private, public, or custom).","Type: , Enum Value: OTHER",N/A
Type,,Services and features purchased once by the store.,Type: ,N/A
Field,createdAt,The date and time when the app purchase occurred.,"Type: , Field: createdAt",#<GraphQL::Schema::NonNull:0x00000001068fbd38>
Field,name,The name of the app purchase.,"Type: , Field: name",#<GraphQL::Schema::NonNull:0x00000001047f8e10>
Field,price,The amount to be charged to the store for the app purchase.,"Type: , Field: price",#<GraphQL::Schema::NonNull:0x00000001068f67c0>
Field,status,The status of the app purchase.,"Type: , Field: status",#<GraphQL::Schema::NonNull:0x00000001068f4538>
Field,test,Whether the app purchase is a test transaction.,"Type: , Field: test",#<GraphQL::Schema::NonNull:0x00000001047f8550>
Type,,Services and features purchased once by a store.,Type: ,N/A
Field,createdAt,The date and time when the app purchase occurred.,"Type: , Field: createdAt",#<GraphQL::Schema::NonNull:0x00000001068fbd38>
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x00000001047f7420>
Field,name,The name of the app purchase.,"Type: , Field: name",#<GraphQL::Schema::NonNull:0x00000001047f71c8>
Field,price,The amount to be charged to the store for the app purchase.,"Type: , Field: price",#<GraphQL::Schema::NonNull:0x00000001068f67c0>
Field,status,The status of the app purchase.,"Type: , Field: status",#<GraphQL::Schema::NonNull:0x00000001068f4538>
Field,test,Whether the app purchase is a test transaction.,"Type: , Field: test",#<GraphQL::Schema::NonNull:0x00000001047f6a70>
Type,,"An auto-generated type for paginating through multiple AppPurchaseOneTimes.
",Type: ,N/A
Field,edges,A list of edges.,"Type: , Field: edges",#<GraphQL::Schema::NonNull:0x00000001068f3f20>
Field,nodes,A list of the nodes contained in AppPurchaseOneTimeEdge.,"Type: , Field: nodes",#<GraphQL::Schema::NonNull:0x00000001047f6138>
Field,pageInfo,Information to aid in pagination.,"Type: , Field: pageInfo",#<GraphQL::Schema::NonNull:0x00000001068f6888>
Type,,Return type for `appPurchaseOneTimeCreate` mutation.,Type: ,N/A
Field,appPurchaseOneTime,The newly created app one-time purchase.,"Type: , Field: appPurchaseOneTime",#<Class:0x0000000100b24390>
Field,confirmationUrl,"The URL that the merchant can access to approve or decline the newly created app one-time purchase.

If the merchant declines, then the merchant is redirected to the app and receives a notification message stating that the charge was declined.
If the merchant approves and they're successfully invoiced, then the state of the charge changes from `pending` to `active`.

You get paid after the charge is activated.
","Type: , Field: confirmationUrl",#<Class:0x0000000106516c40>
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x00000001068f5e38>
Type,,"An auto-generated type which holds one AppPurchaseOneTime and a cursor during pagination.
",Type: ,N/A
Field,cursor,A cursor for use in pagination.,"Type: , Field: cursor",#<GraphQL::Schema::NonNull:0x00000001047f49f0>
Field,node,The item at the end of AppPurchaseOneTimeEdge.,"Type: , Field: node",#<GraphQL::Schema::NonNull:0x00000001047f4630>
Type,,"The approval status of the app purchase.

The merchant is charged for the purchase immediately after approval, and the status changes to `active`.
If the payment fails, then the app purchase remains `pending`.

Purchases start as `pending` and can change to: `active`, `declined`, `expired`. After a purchase changes, it
remains in that final state.
",Type: ,N/A
Enum Value,ACCEPTED,The app purchase has been approved by the merchant and is ready to be activated by the app. App purchases created through the GraphQL Admin API are activated upon approval.,"Type: , Enum Value: ACCEPTED",N/A
Enum Value,ACTIVE,The app purchase was approved by the merchant and has been activated by the app. Active app purchases are charged to the merchant and are paid out to the partner.,"Type: , Enum Value: ACTIVE",N/A
Enum Value,DECLINED,The app purchase was declined by the merchant.,"Type: , Enum Value: DECLINED",N/A
Enum Value,EXPIRED,The app purchase was not accepted within two days of being created.,"Type: , Enum Value: EXPIRED",N/A
Enum Value,PENDING,The app purchase is pending approval by the merchant.,"Type: , Enum Value: PENDING",N/A
Type,,"The pricing information about a subscription app.
The object contains an interval (the frequency at which the shop is billed for an app subscription) and
a price (the amount to be charged to the subscribing shop at each interval).
",Type: ,N/A
Field,discount,The discount applied to the subscription for a given number of billing intervals.,"Type: , Field: discount",#<Class:0x0000000100aecf80>
Field,interval,The frequency at which the subscribing shop is billed for an app subscription.,"Type: , Field: interval",#<GraphQL::Schema::NonNull:0x00000001047f2ee8>
Field,price,The amount and currency to be charged to the subscribing shop every billing interval.,"Type: , Field: price",#<GraphQL::Schema::NonNull:0x00000001068f67c0>
Type,,Instructs the app subscription to generate a fixed charge on a recurring basis. The frequency is specified by the billing interval.,Type: ,N/A
Type,,Represents app revenue that was captured externally by the partner.,Type: ,N/A
Field,amount,The financial amount captured in this attribution.,"Type: , Field: amount",#<GraphQL::Schema::NonNull:0x00000001068f67c0>
Field,capturedAt,The timestamp when the financial amount was captured.,"Type: , Field: capturedAt",#<GraphQL::Schema::NonNull:0x00000001068fbd38>
Field,createdAt,The timestamp at which this revenue attribution was issued.,"Type: , Field: createdAt",#<GraphQL::Schema::NonNull:0x00000001068fbd38>
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x0000000104c1f7c8>
